,page,country,rev_id,prediction,Geography,population
371,Florence Nebanda,UGANDA,789799901,Start,UGANDA,44.1
372,Lukia Isanga Nakadama,UGANDA,789799952,Start,UGANDA,44.1
373,Mariam Nalubega,UGANDA,789799984,Start,UGANDA,44.1
374,Jenipher Namuyangu,UGANDA,789800111,C,UGANDA,44.1
375,Sarah Kataike,UGANDA,789800331,C,UGANDA,44.1
376,Caroline Amali Okao,UGANDA,789800629,Start,UGANDA,44.1
377,Beatrice Rwakimari,UGANDA,789803765,Stub,UGANDA,44.1
378,Mariam Naigaga,UGANDA,790372580,C,UGANDA,44.1
379,Rose Akol,UGANDA,790424964,Start,UGANDA,44.1
380,Amelia Kyambadde,UGANDA,790428762,Start,UGANDA,44.1
381,Jehoash Mayanja Nkangi,UGANDA,790837175,Start,UGANDA,44.1
382,Joash Mayanja Nkangi,UGANDA,790993796,C,UGANDA,44.1
383,Moses Adome,UGANDA,791007274,Stub,UGANDA,44.1
384,Paulson Luttamaguzi,UGANDA,791007297,Stub,UGANDA,44.1
385,Charles Engola,UGANDA,793154991,Start,UGANDA,44.1
386,Cerinah Nebanda,UGANDA,793515881,Start,UGANDA,44.1
387,John Ssebaana Kizito,UGANDA,793539141,Start,UGANDA,44.1
388,Persis Namuganza,UGANDA,793628029,Start,UGANDA,44.1
389,Christine Amongin Aporu,UGANDA,794194807,Start,UGANDA,44.1
390,Christine Ondoa,UGANDA,794200311,Start,UGANDA,44.1
391,Concy Aciro,UGANDA,795100048,Start,UGANDA,44.1
392,Peace Mutuuzo,UGANDA,795181968,Start,UGANDA,44.1
393,Patrick Kayemba,UGANDA,795404749,Stub,UGANDA,44.1
394,Alengot Oromait,UGANDA,795458281,Start,UGANDA,44.1
395,Beti Kamya-Turwomwe,UGANDA,796177970,C,UGANDA,44.1
396,Abdu Katuntu,UGANDA,796406864,Stub,UGANDA,44.1
397,Loyce Biira Bwambale,UGANDA,796684047,Start,UGANDA,44.1
398,Mike Kennedy Sebalu,UGANDA,796694225,Stub,UGANDA,44.1
399,Miria Matembe,UGANDA,796695675,Start,UGANDA,44.1
400,Kalema of Buganda,UGANDA,796808819,Start,UGANDA,44.1
401,Maria Mutagamba,UGANDA,796899099,Start,UGANDA,44.1
402,Sarah Achieng Opendi,UGANDA,796991691,Start,UGANDA,44.1
403,Benedicto Kiwanuka,UGANDA,797399615,Start,UGANDA,44.1
404,Yusuf Lule,UGANDA,797449179,Start,UGANDA,44.1
405,Miria Obote,UGANDA,797874277,Stub,UGANDA,44.1
406,Grace Akello,UGANDA,798483499,Start,UGANDA,44.1
407,Joyce Moriku,UGANDA,798506935,Start,UGANDA,44.1
408,David Karubanga,UGANDA,799178559,Stub,UGANDA,44.1
409,Peter Takirambudde,UGANDA,799513148,Stub,UGANDA,44.1
410,Mustafa Adrisi,UGANDA,799651351,Stub,UGANDA,44.1
411,Rose Namayanja,UGANDA,800003733,C,UGANDA,44.1
412,Timeline of Kampala,UGANDA,800090136,C,UGANDA,44.1
413,Dora Byamukama,UGANDA,800350710,Stub,UGANDA,44.1
414,Kirya Balaki Kebba,UGANDA,800452152,C,UGANDA,44.1
415,Ismail Ogama,UGANDA,800595514,Stub,UGANDA,44.1
416,Kassiano Wadri,UGANDA,800595577,Stub,UGANDA,44.1
417,Abraham Waligo,UGANDA,800900766,Stub,UGANDA,44.1
418,Rebecca Kadaga,UGANDA,800965489,Start,UGANDA,44.1
419,Emma Boona,UGANDA,801577218,C,UGANDA,44.1
420,Augustine Nshimye,UGANDA,801836959,Start,UGANDA,44.1
421,Ibrahim Ssemujju Nganda,UGANDA,801874546,Start,UGANDA,44.1
422,Paulo Muwanga,UGANDA,802211455,Start,UGANDA,44.1
423,Christopher Kibanzanga,UGANDA,802286792,Start,UGANDA,44.1
424,Ezekiel Tenywa Wako of Busoga,UGANDA,802517620,Stub,UGANDA,44.1
425,Robert Kyagulanyi Ssentamu,UGANDA,802822017,C,UGANDA,44.1
426,Mariam Najjemba,UGANDA,802972400,Start,UGANDA,44.1
427,Bernadette Olowo,UGANDA,803360897,Stub,UGANDA,44.1
428,Monica Azuba Ntege,UGANDA,803417110,Start,UGANDA,44.1
429,Benna Namugwanya,UGANDA,804317144,Start,UGANDA,44.1
430,Dorothy Hyuha,UGANDA,804643751,Start,UGANDA,44.1
431,Sam Cheptoris,UGANDA,804781815,Start,UGANDA,44.1
432,Betty Oyella Bigombe,UGANDA,804829931,C,UGANDA,44.1
433,Muwenda Mutebi II of Buganda,UGANDA,804856220,C,UGANDA,44.1
434,Nabilah Naggayi Sempala,UGANDA,804883827,Start,UGANDA,44.1
435,Charles Mayiga,UGANDA,804903944,Start,UGANDA,44.1
436,Muteesa I of Buganda,UGANDA,805179937,Start,UGANDA,44.1
437,Mwanga II of Buganda,UGANDA,805289323,C,UGANDA,44.1
438,Idi Amin,UGANDA,805328243,B,UGANDA,44.1
439,Irene Muloni,UGANDA,805393764,Start,UGANDA,44.1
440,Gershom Sizomu,UGANDA,805409966,Start,UGANDA,44.1
441,Specioza Kazibwe,UGANDA,805435381,Start,UGANDA,44.1
442,Janet Museveni,UGANDA,805463795,C,UGANDA,44.1
443,Evelyn Anite,UGANDA,805660978,C,UGANDA,44.1
444,Betty Amongi,UGANDA,805668648,Start,UGANDA,44.1
445,Cecilia Ogwal,UGANDA,805668810,Start,UGANDA,44.1
446,Doreen Amule,UGANDA,805678630,Start,UGANDA,44.1
447,Muhammad Nsereko,UGANDA,806171535,Start,UGANDA,44.1
448,Betty Nambooze,UGANDA,806171836,Start,UGANDA,44.1
449,Barbara Nekesa Oundo,UGANDA,806276711,Start,UGANDA,44.1
450,Oliver Wonekha,UGANDA,806276835,Start,UGANDA,44.1
451,Margaret Zziwa,UGANDA,806337809,Start,UGANDA,44.1
452,Mutesa II of Buganda,UGANDA,806741960,C,UGANDA,44.1
453,Ignatius K. Musaazi,UGANDA,807146511,C,UGANDA,44.1
454,Princess Elizabeth Nantale Mulondo,UGANDA,807467793,Start,UGANDA,44.1
455,Template:Namibia-politician-stub,NAMIBIA,391862409,Stub,NAMIBIA,2.5
456,Template:Namibia-mayor-stub,NAMIBIA,444756008,Stub,NAMIBIA,2.5
457,Karlous Marx Shinohamba,NAMIBIA,706945392,Stub,NAMIBIA,2.5
458,Dawid Bezuidenhout,NAMIBIA,714705477,Stub,NAMIBIA,2.5
459,Gabes Shihepo,NAMIBIA,714887791,Start,NAMIBIA,2.5
460,Themistokles Dudu Murorua,NAMIBIA,715035025,Stub,NAMIBIA,2.5
461,Johannes Nakwafila,NAMIBIA,715168821,Stub,NAMIBIA,2.5
462,Kaire Mbuende,NAMIBIA,715193056,Stub,NAMIBIA,2.5
463,Jhonny Haikella Hakaye,NAMIBIA,715558961,Stub,NAMIBIA,2.5
464,Rihupisa Justus Kandando,NAMIBIA,715716890,Stub,NAMIBIA,2.5
465,Sebastian Ignatius ǃGobs,NAMIBIA,715737685,Stub,NAMIBIA,2.5
466,Hans Booys,NAMIBIA,716991969,Stub,NAMIBIA,2.5
467,Isak Katali,NAMIBIA,717212350,Stub,NAMIBIA,2.5
468,Paulus Kapia,NAMIBIA,717631584,Stub,NAMIBIA,2.5
469,Johannes Isaaks,NAMIBIA,717961259,Stub,NAMIBIA,2.5
470,Usko Nghaamwa,NAMIBIA,719244071,Stub,NAMIBIA,2.5
471,Nangolo Ithete,NAMIBIA,719408472,Stub,NAMIBIA,2.5
472,Solomon Witbooi,NAMIBIA,719434480,Stub,NAMIBIA,2.5
473,Willem Appollus,NAMIBIA,719595059,Stub,NAMIBIA,2.5
474,Reggie Diergaardt,NAMIBIA,719824825,Stub,NAMIBIA,2.5
475,Hadino Hishongwa,NAMIBIA,719949040,Stub,NAMIBIA,2.5
476,Erastus Tjejamba,NAMIBIA,720139575,Stub,NAMIBIA,2.5
477,Gottlob Mbaukua,NAMIBIA,720139591,Stub,NAMIBIA,2.5
478,Ambrosius Haingura,NAMIBIA,721140900,Stub,NAMIBIA,2.5
479,John Shaetonhodi,NAMIBIA,721902067,Stub,NAMIBIA,2.5
480,Theofelus Eiseb,NAMIBIA,725653685,Stub,NAMIBIA,2.5
481,Hilma Nicanor,NAMIBIA,725836779,Stub,NAMIBIA,2.5
482,Johan de Waal,NAMIBIA,726241234,Start,NAMIBIA,2.5
483,Leon Jooste,NAMIBIA,726241279,Stub,NAMIBIA,2.5
484,Eben van Zijl,NAMIBIA,726241614,Start,NAMIBIA,2.5
485,Kalla Gertze,NAMIBIA,726549300,Stub,NAMIBIA,2.5
486,Festus Ueitele,NAMIBIA,726575925,Stub,NAMIBIA,2.5
487,Moses Amweelo,NAMIBIA,726634885,Stub,NAMIBIA,2.5
488,Paul Smit,NAMIBIA,726685653,Start,NAMIBIA,2.5
489,Alpheus Muheua,NAMIBIA,726826653,Stub,NAMIBIA,2.5
490,Tjekero Tweya,NAMIBIA,732970610,Stub,NAMIBIA,2.5
491,Lawrence Sampofu,NAMIBIA,735098018,Stub,NAMIBIA,2.5
492,Marten Kapewasha,NAMIBIA,736632076,Stub,NAMIBIA,2.5
493,Mose Penaani Tjitendero,NAMIBIA,737894808,Stub,NAMIBIA,2.5
494,Clemens Kashuupulwa,NAMIBIA,739326407,Stub,NAMIBIA,2.5
495,Muesee Kazapua,NAMIBIA,742567576,Stub,NAMIBIA,2.5
496,Jan de Wet,NAMIBIA,749312888,Start,NAMIBIA,2.5
497,Auguste Xoagus,NAMIBIA,749384677,Stub,NAMIBIA,2.5
498,Arnold Tjihuiko,NAMIBIA,749557521,Stub,NAMIBIA,2.5
499,Hafeni Ndemula,NAMIBIA,750064392,Stub,NAMIBIA,2.5
500,Billy Mwaningange,NAMIBIA,750168721,Stub,NAMIBIA,2.5
501,Thimoteus Tjamuaha,NAMIBIA,750423258,Stub,NAMIBIA,2.5
502,Ignatius Shixwameni,NAMIBIA,756962215,Stub,NAMIBIA,2.5
503,Hansina Christiaan,NAMIBIA,757074156,Stub,NAMIBIA,2.5
504,Elma Dienda,NAMIBIA,757074197,Stub,NAMIBIA,2.5
505,Clara Gowases,NAMIBIA,757074271,Stub,NAMIBIA,2.5
506,Petrina Haingura,NAMIBIA,757074308,Stub,NAMIBIA,2.5
507,Agnes Kafula,NAMIBIA,757075026,Stub,NAMIBIA,2.5
508,Rosa Kavara,NAMIBIA,757075263,Stub,NAMIBIA,2.5
509,Ngohauvi Lydia Kavetu,NAMIBIA,757075306,Stub,NAMIBIA,2.5
510,Agnes Limbo,NAMIBIA,757075328,Start,NAMIBIA,2.5
511,Teopolina Mushelenga,NAMIBIA,757075486,Stub,NAMIBIA,2.5
512,Pashukeni Shoombe,NAMIBIA,757076190,Stub,NAMIBIA,2.5
513,Katrina Hanse-Himarwa,NAMIBIA,757565608,Stub,NAMIBIA,2.5
514,Henock Kankoshi,NAMIBIA,757916897,Stub,NAMIBIA,2.5
515,Ida Hoffmann,NAMIBIA,758853149,Stub,NAMIBIA,2.5
516,Sirkka Ausiku,NAMIBIA,763773708,Start,NAMIBIA,2.5
517,Royal /Ui/o/oo,NAMIBIA,765635399,Stub,NAMIBIA,2.5
518,Andrew Matjila,NAMIBIA,767169616,Stub,NAMIBIA,2.5
519,Nathaniel Maxuilili,NAMIBIA,768127257,Stub,NAMIBIA,2.5
520,Richard Kamwi,NAMIBIA,768705466,Start,NAMIBIA,2.5
521,Joel Kaapanda,NAMIBIA,768706125,Start,NAMIBIA,2.5
522,Rebecca Ndjoze-Ojo,NAMIBIA,768706805,Start,NAMIBIA,2.5
523,Pohamba Shifeta,NAMIBIA,768706876,Start,NAMIBIA,2.5
524,Uahekua Herunga,NAMIBIA,768707364,Stub,NAMIBIA,2.5
525,Silvia Makgone,NAMIBIA,768707856,Stub,NAMIBIA,2.5
526,Uilika Nambahu,NAMIBIA,768797762,Stub,NAMIBIA,2.5
527,Pauline Dempers,NAMIBIA,768809413,Start,NAMIBIA,2.5
528,Kovambo Nujoma,NAMIBIA,768878536,Start,NAMIBIA,2.5
529,Penehupifo Pohamba,NAMIBIA,770535053,Start,NAMIBIA,2.5
530,Hendrik Witbooi (politician),NAMIBIA,772596247,Start,NAMIBIA,2.5
531,Ben Amathila,NAMIBIA,773039495,Start,NAMIBIA,2.5
532,Heiko Lucks,NAMIBIA,773070957,Stub,NAMIBIA,2.5
533,Netumbo Nandi-Ndaitwah,NAMIBIA,773073864,Start,NAMIBIA,2.5
534,Erasmus Hendjala,NAMIBIA,773588389,Stub,NAMIBIA,2.5
535,Cornelius Thuhageni Njoba,NAMIBIA,774841020,Stub,NAMIBIA,2.5
536,Jurie Viljoen,NAMIBIA,777857622,Start,NAMIBIA,2.5
537,Kandy Nehova,NAMIBIA,778252266,Stub,NAMIBIA,2.5
538,Laura McLeod-Katjirua,NAMIBIA,779986740,Start,NAMIBIA,2.5
539,Lempy Lucas,NAMIBIA,780240233,Start,NAMIBIA,2.5
540,Jager Afrikaner,NAMIBIA,781797749,Start,NAMIBIA,2.5
541,Jan Jonker Afrikaner,NAMIBIA,781797819,Stub,NAMIBIA,2.5
542,Usutuaije Maamberua,NAMIBIA,782432741,Start,NAMIBIA,2.5
543,Lucia Witbooi,NAMIBIA,782487405,Stub,NAMIBIA,2.5
544,Philemon Moongo,NAMIBIA,782702063,Start,NAMIBIA,2.5
545,Margaret Mensah-Williams,NAMIBIA,783424239,Start,NAMIBIA,2.5
546,Marlene Mungunda,NAMIBIA,783659445,Stub,NAMIBIA,2.5
547,Matheus Shikongo,NAMIBIA,783936425,Stub,NAMIBIA,2.5
548,Hendrina Afrikaner,NAMIBIA,785009070,Stub,NAMIBIA,2.5
549,Nickey Iyambo,NAMIBIA,785237742,C,NAMIBIA,2.5
550,Willem Konjore,NAMIBIA,785239830,Stub,NAMIBIA,2.5
551,Christian Afrikaner,NAMIBIA,785267613,Stub,NAMIBIA,2.5
552,Manasse ǃNoreseb,NAMIBIA,787159099,GA,NAMIBIA,2.5
553,Emil Appolus,NAMIBIA,787547117,Start,NAMIBIA,2.5
554,Saara Kuugongelwa,NAMIBIA,787813373,Start,NAMIBIA,2.5
555,Bernhardt Esau,NAMIBIA,787890930,Start,NAMIBIA,2.5
556,John Pandeni,NAMIBIA,788618481,Start,NAMIBIA,2.5
557,Loide Kasingo,NAMIBIA,788620617,Start,NAMIBIA,2.5
558,Anton von Wietersheim,NAMIBIA,789457805,Start,NAMIBIA,2.5
559,Emma Tuahepa,NAMIBIA,789936651,Stub,NAMIBIA,2.5
560,Template:Namibian-politician-stub,NAMIBIA,789946235,Stub,NAMIBIA,2.5
561,Asser Mbai,NAMIBIA,789979998,Stub,NAMIBIA,2.5
562,Piet van der Walt,NAMIBIA,790732456,Stub,NAMIBIA,2.5
563,Tom Alweendo,NAMIBIA,790926872,Stub,NAMIBIA,2.5
564,Jeremia Nambinga,NAMIBIA,790971471,Stub,NAMIBIA,2.5
565,Lucia Basson,NAMIBIA,791521544,Stub,NAMIBIA,2.5
566,Monica Geingos,NAMIBIA,792295818,Stub,NAMIBIA,2.5
567,Albert Kawana,NAMIBIA,792363345,Start,NAMIBIA,2.5
568,Buddy Wentworth,NAMIBIA,792553915,Stub,NAMIBIA,2.5
569,Bernadus Swartbooi,NAMIBIA,792730125,Stub,NAMIBIA,2.5
570,Sophia Shaningwa,NAMIBIA,793644087,Stub,NAMIBIA,2.5
571,Clemens Kapuuo,NAMIBIA,794649810,C,NAMIBIA,2.5
572,Joseph Obgeb Jimmy,NAMIBIA,797028914,Stub,NAMIBIA,2.5
573,Andreas Shipanga,NAMIBIA,797218947,C,NAMIBIA,2.5
574,Hermanus Beukes,NAMIBIA,797219044,Stub,NAMIBIA,2.5
575,Elaine Trepper,NAMIBIA,797422099,Stub,NAMIBIA,2.5
576,Anton Lubowski,NAMIBIA,797926029,Start,NAMIBIA,2.5
577,John Ya-Otto,NAMIBIA,798445586,Stub,NAMIBIA,2.5
578,Peya Mushelenga,NAMIBIA,798678085,Start,NAMIBIA,2.5
579,Rosa Namises,NAMIBIA,798722629,C,NAMIBIA,2.5
580,Mohammed Stuart,NAMIBIA,799023818,Stub,NAMIBIA,2.5
581,David Namwandi,NAMIBIA,799202571,Start,NAMIBIA,2.5
582,Dawid Boois,NAMIBIA,799283073,Start,NAMIBIA,2.5
583,Nora Schimming-Chase,NAMIBIA,799298806,Stub,NAMIBIA,2.5
584,Peter Naholo,NAMIBIA,799511171,Stub,NAMIBIA,2.5
585,Monica Nashandi,NAMIBIA,799557543,C,NAMIBIA,2.5
586,Sakaria Nashandi,NAMIBIA,799557683,Stub,NAMIBIA,2.5
587,Penda Ya Ndakolo,NAMIBIA,799557832,Stub,NAMIBIA,2.5
588,Wilfried Emvula,NAMIBIA,799559369,Stub,NAMIBIA,2.5
589,Elia Kaiyamo,NAMIBIA,799560238,Start,NAMIBIA,2.5
590,Marx Nekongo,NAMIBIA,799561144,Stub,NAMIBIA,2.5
591,Priscilla Beukes,NAMIBIA,799566361,Stub,NAMIBIA,2.5
592,Philemon Malima,NAMIBIA,799949216,Start,NAMIBIA,2.5
593,Rosalia Nghidinwa,NAMIBIA,800002912,Start,NAMIBIA,2.5
594,Rudolph Kamburona,NAMIBIA,800014905,Stub,NAMIBIA,2.5
595,Samuel Mbambo,NAMIBIA,800067483,Start,NAMIBIA,2.5
596,Brendan Simbwaye,NAMIBIA,800092405,Start,NAMIBIA,2.5
597,First Lady of Namibia,NAMIBIA,800356701,Stub,NAMIBIA,2.5
598,Doreen Sioka,NAMIBIA,800360997,Start,NAMIBIA,2.5
599,Steve Bezuidenhout,NAMIBIA,800697620,Stub,NAMIBIA,2.5
600,Erastus Uutoni,NAMIBIA,801845003,Stub,NAMIBIA,2.5
601,Pendukeni Iivula-Ithana,NAMIBIA,803055843,C,NAMIBIA,2.5
602,Nehale Mpingana,NAMIBIA,803403039,Start,NAMIBIA,2.5
603,John Mabuku,NAMIBIA,804447986,Stub,NAMIBIA,2.5
604,Libertina Amathila,NAMIBIA,804939484,Start,NAMIBIA,2.5
605,Frans Indongo,NAMIBIA,804964495,Start,NAMIBIA,2.5
606,Eric Biwa,NAMIBIA,804964895,Stub,NAMIBIA,2.5
607,Steve Mogotsi,NAMIBIA,805008003,Stub,NAMIBIA,2.5
608,Clara Bohitile,NAMIBIA,805008074,Start,NAMIBIA,2.5
609,Michael Goreseb,NAMIBIA,805053642,Stub,NAMIBIA,2.5
610,Lydia Katjita,NAMIBIA,805054018,Start,NAMIBIA,2.5
611,Asser Kuveri Kapere,NAMIBIA,805055267,Start,NAMIBIA,2.5
612,Immanuel Ngatjizeko,NAMIBIA,805120872,Start,NAMIBIA,2.5
613,Elijah Ngurare,NAMIBIA,805772941,Start,NAMIBIA,2.5
614,Sacky Shanghala,NAMIBIA,805855320,Start,NAMIBIA,2.5
615,Angelika Muharukua,NAMIBIA,805981237,Start,NAMIBIA,2.5
616,Martin Andjaba,NAMIBIA,806653470,Stub,NAMIBIA,2.5
617,Jonker Afrikaner,NAMIBIA,806995404,Start,NAMIBIA,2.5
618,Kanuni (hompa),NAMIBIA,807120122,Start,NAMIBIA,2.5
619,Gustaphine Tjombe,NAMIBIA,807168546,Stub,NAMIBIA,2.5
620,Template:Nigeria-politician-stub,NIGERIA,391862819,Stub,NIGERIA,195.9
621,Template:Nigeria-diplomat-stub,NIGERIA,548342756,Stub,NIGERIA,195.9
622,Template:Nigeria-activist-stub,NIGERIA,563278068,Stub,NIGERIA,195.9
623,Aliyu Ibrahim Gebi,NIGERIA,639021339,Stub,NIGERIA,195.9
624,Azeez Issa Adesiji,NIGERIA,671511760,Stub,NIGERIA,195.9
625,Salisu Buhari,NIGERIA,677435096,Stub,NIGERIA,195.9
626,Template:RiversState-politician-stub,NIGERIA,683127263,Stub,NIGERIA,195.9
627,Template:Abia State-politician-stub,NIGERIA,683996491,Stub,NIGERIA,195.9
628,Igwe Aja-Nwachukwu,NIGERIA,691389889,Stub,NIGERIA,195.9
629,Christopher Nwankwo,NIGERIA,696479863,Stub,NIGERIA,195.9
630,Henry Ajomale,NIGERIA,704094181,Stub,NIGERIA,195.9
631,Kolapo Ishola,NIGERIA,704235837,Start,NIGERIA,195.9
632,Philip O. Emafo,NIGERIA,704719275,Stub,NIGERIA,195.9
633,Gidado dan Laima,NIGERIA,705586751,Start,NIGERIA,195.9
634,Jolly Nyame,NIGERIA,706146554,Stub,NIGERIA,195.9
635,Michael Botmang,NIGERIA,709667983,Start,NIGERIA,195.9
636,Aliyu Musa,NIGERIA,710281144,Stub,NIGERIA,195.9
637,Suleiman Takuma,NIGERIA,710317252,Start,NIGERIA,195.9
638,Igwegbe Odum,NIGERIA,710422165,Stub,NIGERIA,195.9
639,Isaac Shaahu,NIGERIA,710510120,Stub,NIGERIA,195.9
640,Ahmed Musa (politician),NIGERIA,710510264,Stub,NIGERIA,195.9
641,John Kadiya,NIGERIA,710510671,Stub,NIGERIA,195.9
642,Mahmud Tukur,NIGERIA,710518211,Stub,NIGERIA,195.9
643,Dapo Sarumi,NIGERIA,710533184,Stub,NIGERIA,195.9
644,Abraham Imogie,NIGERIA,710533207,Stub,NIGERIA,195.9
645,Adelusi Adeluyi,NIGERIA,710533503,Stub,NIGERIA,195.9
646,Samuel Edem,NIGERIA,710985648,Stub,NIGERIA,195.9
647,Jacob Obande,NIGERIA,711417189,Stub,NIGERIA,195.9
648,Abba Habib,NIGERIA,711545907,Stub,NIGERIA,195.9
649,Ganiyu Dawodu,NIGERIA,711978679,Stub,NIGERIA,195.9
650,Wahab Goodluck,NIGERIA,712081212,Stub,NIGERIA,195.9
651,Eddie Mbadiwe,NIGERIA,712155706,Stub,NIGERIA,195.9
652,George Agbazika Innih,NIGERIA,712289148,Start,NIGERIA,195.9
653,Oluseyi Bajulaiye,NIGERIA,712500159,Stub,NIGERIA,195.9
654,Vincent Eze Ogbulafor,NIGERIA,714196192,Stub,NIGERIA,195.9
655,Joseph Tarka,NIGERIA,715792629,Start,NIGERIA,195.9
656,Peter Onu,NIGERIA,716145017,Stub,NIGERIA,195.9
657,Ayisha Osori,NIGERIA,717055090,Start,NIGERIA,195.9
658,Chukwuemeka Ujam,NIGERIA,717185387,Stub,NIGERIA,195.9
659,Mamuda Aliyu Shinkafi,NIGERIA,717224947,Stub,NIGERIA,195.9
660,Steven Lawani,NIGERIA,717363689,Stub,NIGERIA,195.9
661,John Ewerekumoh Yeri,NIGERIA,717535392,Stub,NIGERIA,195.9
662,Sani Ndanusa,NIGERIA,717537537,Start,NIGERIA,195.9
663,Musa Inuwa,NIGERIA,717577322,Stub,NIGERIA,195.9
664,Shehu Kangiwa,NIGERIA,717579914,Start,NIGERIA,195.9
665,Usman Faruk,NIGERIA,717587144,Start,NIGERIA,195.9
666,Mike Attah,NIGERIA,717587540,Stub,NIGERIA,195.9
667,Datti Abubakar,NIGERIA,717588432,Stub,NIGERIA,195.9
668,John Kpera,NIGERIA,717589198,Start,NIGERIA,195.9
669,Mustapha Ismail,NIGERIA,717595920,Stub,NIGERIA,195.9
670,Joe Kalu-Igboama,NIGERIA,717595956,Stub,NIGERIA,195.9
671,Tanko Zubairu,NIGERIA,717597698,Stub,NIGERIA,195.9
672,Sunday Tuoyo,NIGERIA,717601015,Stub,NIGERIA,195.9
673,Sunday Abiodun Olukoya,NIGERIA,717602204,Stub,NIGERIA,195.9
674,Tony Ene Asuquo,NIGERIA,717628113,Stub,NIGERIA,195.9
675,Chukwuemeka Chikelu,NIGERIA,717711844,Start,NIGERIA,195.9
676,Broderick Bozimo,NIGERIA,717802214,Stub,NIGERIA,195.9
677,Olu Agunloye,NIGERIA,717872176,Stub,NIGERIA,195.9
678,Saidu Barda,NIGERIA,718146373,Start,NIGERIA,195.9
679,Werinipre Seibarugo,NIGERIA,718210388,Stub,NIGERIA,195.9
680,Musa Usman,NIGERIA,718225373,Stub,NIGERIA,195.9
681,Omoniyi Caleb Olubolade,NIGERIA,718461820,Start,NIGERIA,195.9
682,Sefiu Adegbenga Kaka,NIGERIA,719905993,Stub,NIGERIA,195.9
683,Kingsley Esiso,NIGERIA,720011103,Stub,NIGERIA,195.9
684,Ikeje Asogwa,NIGERIA,720083087,Start,NIGERIA,195.9
685,Ignatius Olisemeka,NIGERIA,720161941,Stub,NIGERIA,195.9
686,Alhaji Hassan Dalhat,NIGERIA,721581071,Stub,NIGERIA,195.9
687,Maurice Ekpenyong,NIGERIA,722438087,Stub,NIGERIA,195.9
688,Joshua M. Lidani,NIGERIA,722467684,Stub,NIGERIA,195.9
689,Haliru Dantoro,NIGERIA,722859616,Stub,NIGERIA,195.9
690,Patrick Ekpotu,NIGERIA,723745966,Stub,NIGERIA,195.9
691,Saviour Friday Udoh,NIGERIA,725060895,Stub,NIGERIA,195.9
692,Ibrahim Dasuki Jalo-Waziri,NIGERIA,725377530,Start,NIGERIA,195.9
693,Stephen Oluwole Awokoya,NIGERIA,725642924,Start,NIGERIA,195.9
694,Yinka Durosinmi,NIGERIA,725668970,Start,NIGERIA,195.9
695,Mahmud Shinkafi,NIGERIA,726805368,Stub,NIGERIA,195.9
696,Muhammed K. Abubakar,NIGERIA,726818559,Stub,NIGERIA,195.9
697,Nduese Essien,NIGERIA,726818744,Start,NIGERIA,195.9
698,Oladapo Afolabi,NIGERIA,727741721,Start,NIGERIA,195.9
699,Lloyd Chukwuemeka,NIGERIA,730632839,Stub,NIGERIA,195.9
700,Jerry Needam,NIGERIA,730842731,Stub,NIGERIA,195.9
701,Ojo Maduekwe,NIGERIA,731021539,Start,NIGERIA,195.9
702,Clifford Ohiagu,NIGERIA,731276297,Stub,NIGERIA,195.9
703,Njoku Nnamdi,NIGERIA,731276344,Stub,NIGERIA,195.9
704,Iheanacho Obioma,NIGERIA,731276359,Stub,NIGERIA,195.9
705,Uchechukwu N. Maduako,NIGERIA,731276379,Stub,NIGERIA,195.9
706,Anthony Eze Enwereuzor,NIGERIA,731276422,Stub,NIGERIA,195.9
707,Macebuh Chinonyerem,NIGERIA,731276452,Stub,NIGERIA,195.9
708,Nwakanwa Chimaobi,NIGERIA,731276490,Stub,NIGERIA,195.9
709,Ameh Ebute,NIGERIA,731276619,Stub,NIGERIA,195.9
710,Tanimowo Ogunlesi,NIGERIA,731579887,Stub,NIGERIA,195.9
711,Raphael Nomiye,NIGERIA,732432078,Start,NIGERIA,195.9
712,Elizabeth Ativie,NIGERIA,737060177,Start,NIGERIA,195.9
713,Achike Udenwa,NIGERIA,737673853,Stub,NIGERIA,195.9
714,Michael O. Chinda,NIGERIA,737771495,Stub,NIGERIA,195.9
715,Martins Amaewhule,NIGERIA,737781073,Stub,NIGERIA,195.9
716,Frank Eke,NIGERIA,737787109,Stub,NIGERIA,195.9
717,Sarafa Tunji Ishola,NIGERIA,739125240,Start,NIGERIA,195.9
718,John Mark Inienger,NIGERIA,739129789,Start,NIGERIA,195.9
719,Adamu Waziri,NIGERIA,739175973,Start,NIGERIA,195.9
720,Abubakar Sadiq A. Mohammed,NIGERIA,739176020,Stub,NIGERIA,195.9
721,Aliyu Obaje,NIGERIA,740306640,Stub,NIGERIA,195.9
722,L. A. Fabunmi,NIGERIA,740447269,Stub,NIGERIA,195.9
723,Temi Ejoor,NIGERIA,741172432,Stub,NIGERIA,195.9
724,John Yakubu,NIGERIA,742117154,Stub,NIGERIA,195.9
725,Boniface S. Emerengwa,NIGERIA,742243239,Stub,NIGERIA,195.9
726,Abdullahi Balarabe Salame,NIGERIA,742594594,Stub,NIGERIA,195.9
727,Patrick Koshoni,NIGERIA,742684693,Start,NIGERIA,195.9
728,Samuel Ogeh,NIGERIA,743083415,Stub,NIGERIA,195.9
729,Tatari Ali,NIGERIA,743190896,Start,NIGERIA,195.9
730,Odigha Odigha,NIGERIA,743856621,Stub,NIGERIA,195.9
